"";"Correlation";"x";"y";"z";"Label";"Hemisphere";"Relation"
"313";0,04;-10,6089;-49,0595;-6,33606;"L_PreS_ROI";"L";"Positive"
"314";0,05;-10,8062;-47,8503;-6,9249;"L_PreS_ROI";"L";"Positive"
"315";0,07;-11,0511;-46,668;-7,5358;"L_PreS_ROI";"L";"Positive"
"316";0,08;-11,3413;-45,5119;-8,17213;"L_H_ROI";"L";"Positive"
"317";0;-11,1071;-62,2665;-1,5878;"L_ProS_ROI";"L";"Positive"
"318";-0,01;-10,9915;-60,942;-2,18697;"L_ProS_ROI";"L";"Negative"
"319";0,01;-10,8867;-59,604;-2,7712;"L_ProS_ROI";"L";"Positive"
"320";-0,02;-10,7999;-58,2599;-3,34332;"L_ProS_ROI";"L";"Negative"
"321";0,01;-10,7377;-56,9169;-3,90641;"L_ProS_ROI";"L";"Positive"
"322";0,09;-10,7064;-55,5814;-4,46381;"L_ProS_ROI";"L";"Positive"
"323";0,08;-10,7117;-54,2589;-5,01909;"L_ProS_ROI";"L";"Positive"
"324";0,05;-10,7581;-52,9543;-5,57607;"L_ProS_ROI";"L";"Positive"
"325";0,07;-10,8495;-51,6712;-6,13871;"L_PreS_ROI";"L";"Positive"
"326";0,03;-10,9884;-50,4126;-6,71104;"L_PreS_ROI";"L";"Positive"
"327";0,05;-11,1763;-49,1803;-7,29709;"L_PreS_ROI";"L";"Positive"
"328";0,08;-11,4133;-47,9748;-7,90071;"L_PreS_ROI";"L";"Positive"
"329";0,1;-11,698;-46,796;-8,52544;"L_PreS_ROI";"L";"Positive"
"330";0,09;-12,0281;-45,6422;-9,17434;"L_H_ROI";"L";"Positive"
"331";0,1;-12,3996;-44,5112;-9,84981;"L_H_ROI";"L";"Positive"
"332";0,01;-11,3498;-62,4167;-2,40661;"L_ProS_ROI";"L";"Positive"
"333";0,02;-11,2547;-61,0732;-3,01429;"L_ProS_ROI";"L";"Positive"
"334";0,14;-11,1737;-59,7195;-3,60907;"L_ProS_ROI";"L";"Positive"
"335";0,08;-11,1138;-58,3633;-4,1935;"L_ProS_ROI";"L";"Positive"
"336";0,05;-11,0816;-57,0116;-4,77033;"L_ProS_ROI";"L";"Positive"
"337";0,11;-11,0831;-55,6705;-5,34259;"L_ProS_ROI";"L";"Positive"
"338";0,09;-11,1234;-54,3453;-5,91354;"L_ProS_ROI";"L";"Positive"
"339";0,03;-11,207;-53,0402;-6,48665;"L_ProS_ROI";"L";"Positive"
"340";0,03;-11,3371;-51,7585;-7,06557;"L_PreS_ROI";"L";"Positive"
"341";0,04;-11,5159;-50,5024;-7,65399;"L_PreS_ROI";"L";"Positive"
"342";0,11;-11,7443;-49,273;-8,25561;"L_PreS_ROI";"L";"Positive"
"343";0,13;-12,0221;-48,0704;-8,87396;"L_PreS_ROI";"L";"Positive"
"344";0,12;-12,3474;-46,8935;-9,51223;"L_H_ROI";"L";"Positive"
"345";0,1;-12,7175;-45,7403;-10,1732;"L_H_ROI";"L";"Positive"
"346";0,05;-11,5637;-62,5303;-3,21409;"L_ProS_ROI";"L";"Positive"
"347";0,1;-11,4932;-61,1695;-3,83197;"L_ProS_ROI";"L";"Positive"
"348";0,17;-11,44;-59,8021;-4,43891;"L_ProS_ROI";"L";"Positive"
"349";0,13;-11,4111;-58,4356;-5,03709;"L_ProS_ROI";"L";"Positive"
"350";0,08;-11,4127;-57,0769;-5,62895;"L_ProS_ROI";"L";"Positive"
"351";0,11;-11,4503;-55,7317;-6,21715;"L_ProS_ROI";"L";"Positive"
"352";0,1;-11,5288;-54,4048;-6,80463;"L_ProS_ROI";"L";"Positive"
"353";0,01;-11,6521;-53,1;-7,39453;"L_ProS_ROI";"L";"Positive"
"354";0;-11,823;-51,8198;-7,99014;"L_ProS_ROI";"L";"Positive"
"355";0,07;-12,0432;-50,5658;-8,59487;"L_PreS_ROI";"L";"Positive"
"356";0,17;-12,3132;-49,3385;-9,21207;"L_PreS_ROI";"L";"Positive"
"357";0,17;-12,6323;-48,1373;-9,84495;"L_PreS_ROI";"L";"Positive"
"358";0,13;-12,9982;-46,9606;-10,4964;"L_H_ROI";"L";"Positive"
"359";0,09;-13,4078;-45,8058;-11,1688;"L_H_ROI";"L";"Positive"
"360";0,09;-13,8565;-44,6695;-11,8641;"L_H_ROI";"L";"Positive"
"361";0,15;-14,3387;-43,5474;-12,5831;"L_H_ROI";"L";"Positive"
"362";0,07;-11,7526;-62,6087;-4,01266;"L_ProS_ROI";"L";"Positive"
"363";0,14;-11,7109;-61,2329;-4,64229;"L_ProS_ROI";"L";"Positive"
"364";0,19;-11,6898;-59,854;-5,26277;"L_ProS_ROI";"L";"Positive"
"365";0,11;-11,6958;-58,4793;-5,87591;"L_ProS_ROI";"L";"Positive"
"366";0,03;-11,7346;-57,1154;-6,48378;"L_ProS_ROI";"L";"Positive"
"367";0,05;-11,8116;-55,7675;-7,0887;"L_ProS_ROI";"L";"Positive"
"368";0,08;-11,9309;-54,4398;-7,69327;"L_ProS_ROI";"L";"Positive"
"369";-0,01;-12,096;-53,1356;-8,3003;"L_ProS_ROI";"L";"Negative"
"370";0;-12,3092;-51,8567;-8,9128;"L_ProS_ROI";"L";"Positive"
"371";0,1;-12,5717;-50,6041;-9,53382;"L_PreS_ROI";"L";"Positive"
"372";0,21;-12,8837;-49,3777;-10,1664;"L_PreS_ROI";"L";"Positive"
"373";0,18;-13,2439;-48,1762;-10,8136;"L_PreS_ROI";"L";"Positive"
"374";0,12;-13,6498;-46,9975;-11,4777;"L_H_ROI";"L";"Positive"
"375";0,09;-14,0979;-45,8386;-12,1611;"L_H_ROI";"L";"Positive"
"376";0,14;-14,5834;-44,6955;-12,8652;"L_H_ROI";"L";"Positive"
"377";0,19;-15,1002;-43,5639;-13,5907;"L_H_ROI";"L";"Positive"
"378";0,07;-11,922;-62,654;-4,80468;"L_ProS_ROI";"L";"Positive"
"379";0,18;-11,9135;-61,2659;-5,44735;"L_ProS_ROI";"L";"Positive"
"380";0,17;-11,9285;-59,878;-6,08244;"L_ProS_ROI";"L";"Positive"
"381";0,03;-11,973;-58,4973;-6,71139;"L_ProS_ROI";"L";"Positive"
"382";-0,03;-12,0523;-57,1299;-7,3359;"L_ProS_ROI";"L";"Negative"
"383";-0,01;-12,1712;-55,7804;-7,95796;"L_ProS_ROI";"L";"Negative"
"384";0,05;-12,3333;-54,4527;-8,57984;"L_ProS_ROI";"L";"Positive"
"385";-0,02;-12,5416;-53,149;-9,20407;"L_ProS_ROI";"L";"Negative"
"386";0,05;-12,798;-51,8709;-9,83336;"L_ProS_ROI";"L";"Positive"
"387";0,11;-13,1031;-50,6185;-10,4705;"L_PreS_ROI";"L";"Positive"
"388";0,21;-13,4568;-49,3912;-11,1182;"L_PreS_ROI";"L";"Positive"
"389";0,18;-13,8573;-48,1873;-11,7792;"L_PreS_ROI";"L";"Positive"
"390";0,12;-14,3019;-47,0042;-12,4557;"L_H_ROI";"L";"Positive"
"391";0,13;-14,7868;-45,8383;-13,1495;"L_H_ROI";"L";"Positive"
"392";0,17;-15,3068;-44,6856;-13,8619;"L_H_ROI";"L";"Positive"
"393";0,17;-15,8559;-43,5414;-14,5933;"L_H_ROI";"L";"Positive"
"394";0,14;-16,427;-42,4008;-15,3435;"L_H_ROI";"L";"Positive"
"395";0,1;-17,0126;-41,2591;-16,1111;"L_H_ROI";"L";"Positive"
"396";0,06;-12,0793;-62,669;-5,59241;"L_V1_ROI";"L";"Positive"
"397";0,17;-12,108;-61,2716;-6,24901;"L_ProS_ROI";"L";"Positive"
"398";0,12;-12,1627;-59,8773;-6,89937;"L_ProS_ROI";"L";"Positive"
"399";-0,02;-12,2489;-58,4928;-7,54454;"L_ProS_ROI";"L";"Negative"
"400";-0,02;-12,3714;-57,1234;-8,18589;"L_ProS_ROI";"L";"Negative"
"401";-0,01;-12,5341;-55,7734;-8,8251;"L_ProS_ROI";"L";"Negative"
"402";0,07;-12,7405;-54,4457;-9,46418;"L_ProS_ROI";"L";"Positive"
"403";-0,01;-12,9927;-53,1422;-10,1054;"L_ProS_ROI";"L";"Negative"
"404";0,1;-13,2923;-51,8637;-10,7512;"L_ProS_ROI";"L";"Positive"
"405";0,11;-13,6396;-50,61;-11,4041;"L_PreS_ROI";"L";"Positive"
"406";0,19;-14,0338;-49,3798;-12,0666;"L_PreS_ROI";"L";"Positive"
"407";0,16;-14,4732;-48,171;-12,741;"L_PreS_ROI";"L";"Positive"
"408";0,12;-14,9546;-46,9805;-13,4294;"L_PreS_ROI";"L";"Positive"
"409";0,12;-15,4739;-45,8047;-14,1333;"L_H_ROI";"L";"Positive"
"410";0,14;-16,0258;-44,6392;-14,8535;"L_H_ROI";"L";"Positive"
"411";0,13;-16,6041;-43,4792;-15,5905;"L_H_ROI";"L";"Positive"
"412";0,09;-17,2016;-42,3201;-16,3435;"L_H_ROI";"L";"Positive"
"413";0,07;-17,8106;-41,1568;-17,1111;"L_H_ROI";"L";"Positive"
"414";0,02;-12,2331;-62,6575;-6,37783;"L_V1_ROI";"L";"Positive"
"415";0,06;-12,3026;-61,2539;-7,04875;"L_V1_ROI";"L";"Positive"
"416";0,01;-12,4001;-59,8558;-7,71451;"L_ProS_ROI";"L";"Positive"
"417";-0,01;-12,5305;-58,4692;-8,37581;"L_ProS_ROI";"L";"Negative"
"418";0,03;-12,6979;-57,0991;-9,03375;"L_ProS_ROI";"L";"Positive"
"419";0,01;-12,9058;-55,7489;-9,68974;"L_ProS_ROI";"L";"Positive"
"420";0,08;-13,1569;-54,4211;-10,3456;"L_ProS_ROI";"L";"Positive"
"421";0,01;-13,4531;-53,1169;-11,0033;"L_ProS_ROI";"L";"Positive"
"422";0,11;-13,7953;-51,8366;-11,6651;"L_ProS_ROI";"L";"Positive"
"423";0,1;-14,1835;-50,5795;-12,3333;"L_PreS_ROI";"L";"Positive"
"424";0,14;-14,6167;-49,3439;-13,0101;"L_PreS_ROI";"L";"Positive"
"425";0,12;-15,0927;-48,1273;-13,6977;"L_PreS_ROI";"L";"Positive"
"426";0,11;-15,6082;-46,9265;-14,3976;"L_PreS_ROI";"L";"Positive"
"427";0,09;-16,159;-45,7376;-15,1113;"L_H_ROI";"L";"Positive"
"428";0,08;-16,7394;-44,5561;-15,8392;"L_H_ROI";"L";"Positive"
"429";0,05;-17,3433;-43,3773;-16,5815;"L_H_ROI";"L";"Positive"
"430";0,04;-17,9635;-42,1965;-17,3372;"L_H_ROI";"L";"Positive"
"431";0,05;-18,5921;-41,0091;-18,1048;"L_H_ROI";"L";"Positive"
"432";0,04;-12,3929;-62,6239;-7,16247;"L_V1_ROI";"L";"Positive"
"433";-0,05;-12,5062;-61,2169;-7,84749;"L_V1_ROI";"L";"Negative"
"434";-0,07;-12,6489;-59,8171;-8,52821;"L_V1_ROI";"L";"Negative"
"435";0,01;-12,8251;-58,43;-9,20507;"L_ProS_ROI";"L";"Positive"
"436";0,07;-13,0385;-57,0598;-9,8789;"L_ProS_ROI";"L";"Positive"
"437";0,04;-13,2918;-55,7094;-10,551;"L_ProS_ROI";"L";"Positive"
"438";0,04;-13,5874;-54,3807;-11,2228;"L_ProS_ROI";"L";"Positive"
"439";0,02;-13,9267;-53,0744;-11,8964;"L_ProS_ROI";"L";"Positive"
"440";0,11;-14,3101;-51,7904;-12,5736;"L_V2_ROI";"L";"Positive"
"441";0,09;-14,7375;-50,5275;-13,2566;"L_PreS_ROI";"L";"Positive"
"442";0,08;-15,2073;-49,2838;-13,9474;"L_PreS_ROI";"L";"Positive"
"443";0,08;-15,7172;-48,0566;-14,6477;"L_PreS_ROI";"L";"Positive"
"444";0,04;-16,2637;-46,8424;-15,359;"L_PreS_ROI";"L";"Positive"
"445";0,02;-16,8423;-45,6371;-16,0823;"L_PreS_ROI";"L";"Positive"
"446";0,01;-17,4475;-44,4365;-16,8179;"L_H_ROI";"L";"Positive"
"447";-0,01;-18,0729;-43,2357;-17,5655;"L_H_ROI";"L";"Negative"
"448";0,01;-18,7114;-42,0304;-18,3241;"L_H_ROI";"L";"Positive"
"449";0,02;-12,5686;-62,5727;-7,94722;"L_V1_ROI";"L";"Positive"
"450";-0,07;-12,7277;-61,1648;-8,6455;"L_V1_ROI";"L";"Negative"
"451";-0,05;-12,917;-59,7651;-9,34019;"L_V1_ROI";"L";"Negative"
"452";0,04;-13,1398;-58,3783;-10,0315;"L_ProS_ROI";"L";"Positive"
"453";0,1;-13,3992;-57,0081;-10,7202;"L_ProS_ROI";"L";"Positive"
"454";0,08;-13,6976;-55,6568;-11,4074;"L_ProS_ROI";"L";"Positive"
"455";0,01;-14,0366;-54,3259;-12,0944;"L_V2_ROI";"L";"Positive"
"456";0,03;-14,4174;-53,0157;-12,7831;"L_ProS_ROI";"L";"Positive"
"457";0,09;-14,8402;-51,7257;-13,4751;"L_V2_ROI";"L";"Positive"
"458";0,1;-15,3041;-50,4545;-14,1724;"L_PreS_ROI";"L";"Positive"
"459";0,04;-15,8077;-49,1999;-14,8768;"L_PreS_ROI";"L";"Positive"
"460";0;-16,3482;-47,959;-15,5896;"L_PreS_ROI";"L";"Positive"
"461";-0,03;-16,9221;-46,7282;-16,3122;"L_PreS_ROI";"L";"Negative"
"462";-0,02;-17,5246;-45,5035;-17,045;"L_PreS_ROI";"L";"Negative"
"463";-0,03;-18,1502;-44,2806;-17,7883;"L_H_ROI";"L";"Negative"
"464";-0,02;-18,7926;-43,055;-18,5415;"L_H_ROI";"L";"Negative"
"465";-0,02;-12,7699;-62,5086;-8,73212;"L_V1_ROI";"L";"Negative"
"466";0,03;-12,9759;-61,1016;-9,44224;"L_V1_ROI";"L";"Positive"
"467";0,09;-13,212;-59,7028;-10,1494;"L_V1_ROI";"L";"Positive"
"468";0,12;-13,4812;-58,3165;-10,8539;"L_V1_ROI";"L";"Positive"
"469";0,12;-13,7859;-56,9457;-11,5561;"L_V2_ROI";"L";"Positive"
"470";0,06;-14,128;-55,5923;-12,2572;"L_V2_ROI";"L";"Positive"
"471";0,04;-14,5088;-54,2575;-12,9585;"L_V2_ROI";"L";"Positive"
"472";0,03;-14,929;-52,9412;-13,6614;"L_V2_ROI";"L";"Positive"
"473";0,08;-15,3884;-51,6428;-14,3677;"L_V2_ROI";"L";"Positive"
"474";0,08;-15,8861;-50,3606;-15,0789;"L_V2_ROI";"L";"Positive"
"475";-0,01;-16,4201;-49,0922;-15,7965;"L_PreS_ROI";"L";"Negative"
"476";-0,08;-16,9875;-47,8347;-16,5217;"L_PreS_ROI";"L";"Negative"
"477";-0,03;-17,5846;-46,5844;-17,2554;"L_PreS_ROI";"L";"Negative"
"478";-0,02;-18,2067;-45,3374;-17,9979;"L_PreS_ROI";"L";"Negative"
"479";-0,04;-18,8482;-44,0894;-18,7491;"L_PreS_ROI";"L";"Negative"
"480";0,02;-13,0054;-62,4358;-9,51632;"L_V1_ROI";"L";"Positive"
"481";0,14;-13,2582;-61,0305;-10,2364;"L_V1_ROI";"L";"Positive"
"482";0,19;-13,5406;-59,6328;-10,9543;"L_V1_ROI";"L";"Positive"
"483";0,14;-13,855;-58,2463;-11,6702;"L_V2_ROI";"L";"Positive"
"484";0,1;-14,2034;-56,8736;-12,3847;"L_V2_ROI";"L";"Positive"
"485";0,09;-14,5873;-55,5165;-13,0986;"L_V2_ROI";"L";"Positive"
"486";0,07;-15,0075;-54,1756;-13,8131;"L_V2_ROI";"L";"Positive"
"487";0,02;-15,4645;-52,851;-14,5297;"L_V2_ROI";"L";"Positive"
"488";0,06;-15,9576;-51,5416;-15,2496;"L_V2_ROI";"L";"Positive"
"489";0,06;-16,4857;-50,2458;-15,9743;"L_V2_ROI";"L";"Positive"
"490";-0,03;-17,0464;-48,961;-16,7049;"L_PreS_ROI";"L";"Negative"
"491";-0,07;-17,6368;-47,6842;-17,4424;"L_PreS_ROI";"L";"Negative"
"492";0;-18,2528;-46,4118;-18,1872;"L_PreS_ROI";"L";"Positive"
"493";0;-18,8898;-45,1398;-18,9394;"L_PreS_ROI";"L";"Positive"
"494";0,07;-13,2824;-62,3571;-10,2981;"L_V1_ROI";"L";"Positive"
"495";0,19;-13,5809;-60,9535;-11,0261;"L_V1_ROI";"L";"Positive"
"496";0,21;-13,908;-59,5561;-11,7528;"L_V2_ROI";"L";"Positive"
"497";0,14;-14,2657;-58,1681;-12,4786;"L_V2_ROI";"L";"Positive"
"498";0,06;-14,6556;-56,7919;-13,2039;"L_V2_ROI";"L";"Positive"
"499";0,07;-15,0787;-55,4289;-13,9295;"L_V2_ROI";"L";"Positive"
"500";0,02;-15,5357;-54,0799;-14,6565;"L_V2_ROI";"L";"Positive"
"501";0;-16,0264;-52,7446;-15,386;"L_V2_ROI";"L";"Positive"
"502";0,05;-16,55;-51,422;-16,1191;"L_V2_ROI";"L";"Positive"
"503";0,03;-17,1048;-50,1102;-16,857;"L_PHA1_ROI";"L";"Positive"
"504";0,03;-17,6884;-48,8067;-17,6004;"L_PreS_ROI";"L";"Positive"
"505";-0,02;-18,2975;-47,5083;-18,3499;"L_PreS_ROI";"L";"Negative"
"506";0,03;-18,928;-46,2115;-19,1058;"L_PreS_ROI";"L";"Positive"
"507";0,04;-13,6064;-62,2741;-11,0753;"L_V1_ROI";"L";"Positive"
"508";0,14;-13,9486;-60,8713;-11,8089;"L_V2_ROI";"L";"Positive"
"509";0,22;-14,318;-59,4727;-12,5427;"L_V2_ROI";"L";"Positive"
"510";0,1;-14,7164;-58,0814;-13,2768;"L_V2_ROI";"L";"Positive"
"511";0,06;-15,145;-56,6995;-14,0117;"L_V2_ROI";"L";"Positive"
"512";0,11;-15,6046;-55,3286;-14,7481;"L_V2_ROI";"L";"Positive"
"513";-0,08;-16,0952;-53,9693;-15,4868;"L_V2_ROI";"L";"Negative"
"514";0;-16,6165;-52,6213;-16,2288;"L_V2_ROI";"L";"Positive"
"515";0,06;-17,1671;-51,2835;-16,9747;"L_V2_ROI";"L";"Positive"
"516";0,02;-17,745;-49,954;-17,7254;"L_PHA1_ROI";"L";"Positive"
"517";0,04;-18,3475;-48,6299;-18,4813;"L_PHA1_ROI";"L";"Positive"
"518";0,04;-18,971;-47,3082;-19,2428;"L_PreS_ROI";"L";"Positive"
"519";0,07;-13,9809;-62,1867;-11,8452;"L_V2_ROI";"L";"Positive"
"520";0,13;-14,3638;-60,7831;-12,5825;"L_V2_ROI";"L";"Positive"
"521";0,1;-14,7727;-59,3814;-13,3216;"L_V2_ROI";"L";"Positive"
"522";0,08;-15,2088;-57,9846;-14,0628;"L_V2_ROI";"L";"Positive"
"523";0,12;-15,6731;-56,5951;-14,8064;"L_V2_ROI";"L";"Positive"
"524";0,14;-16,166;-55,2143;-15,5528;"L_V2_ROI";"L";"Positive"
"525";-0,12;-16,6872;-53,843;-16,3028;"L_V2_ROI";"L";"Negative"
"526";0,05;-17,2357;-52,4808;-17,0567;"L_PHA1_ROI";"L";"Positive"
"527";0,09;-17,8098;-51,1264;-17,815;"L_PHA1_ROI";"L";"Positive"
"528";0,01;-18,407;-49,7778;-18,5782;"L_PHA1_ROI";"L";"Positive"
"529";0,06;-19,0243;-48,4319;-19,3463;"L_PHA1_ROI";"L";"Positive"
"530";0,02;-14,4072;-62,0934;-12,6053;"L_V2_ROI";"L";"Positive"
"531";0;-14,8275;-60,6868;-13,3446;"L_V2_ROI";"L";"Positive"
"532";0,05;-15,2725;-59,2798;-14,0877;"L_V2_ROI";"L";"Positive"
"533";0,09;-15,743;-57,8756;-14,8349;"L_VMV1_ROI";"L";"Positive"
"534";0,17;-16,2399;-56,4765;-15,5864;"L_VMV1_ROI";"L";"Positive"
"535";0,11;-16,7631;-55,0845;-16,3424;"L_VMV1_ROI";"L";"Positive"
"536";-0,04;-17,3117;-53,7;-17,1031;"L_PHA1_ROI";"L";"Negative"
"537";0,12;-17,8841;-52,3228;-17,8685;"L_PHA1_ROI";"L";"Positive"
"538";0,13;-18,4782;-50,9513;-18,6388;"L_PHA1_ROI";"L";"Positive"
"539";0,04;-19,091;-49,5829;-19,4139;"L_PHA1_ROI";"L";"Positive"
"540";0;-14,8849;-61,9915;-13,3534;"L_V2_ROI";"L";"Positive"
"541";0,02;-15,3389;-60,5796;-14,0932;"L_V2_ROI";"L";"Positive"
"542";0,09;-15,8163;-59,1652;-14,8394;"L_VMV1_ROI";"L";"Positive"
"543";0,09;-16,3181;-57,7518;-15,5919;"L_VMV1_ROI";"L";"Positive"
"544";0,11;-16,8445;-56,3422;-16,3508;"L_VMV1_ROI";"L";"Positive"
"545";0,05;-17,3949;-54,9382;-17,1159;"L_VMV1_ROI";"L";"Positive"
"546";0,06;-17,9678;-53,5406;-17,8868;"L_PHA1_ROI";"L";"Positive"
"547";0,17;-18,5609;-52,1485;-18,6632;"L_PHA1_ROI";"L";"Positive"
"548";0,17;-19,1714;-50,7599;-19,4447;"L_PHA1_ROI";"L";"Positive"
"549";0,05;-15,4118;-61,8772;-14,0877;"L_V2_ROI";"L";"Positive"
"550";0,09;-15,8955;-60,458;-14,827;"L_VMV1_ROI";"L";"Positive"
"551";0,12;-16,4018;-59,0348;-15,5754;"L_VMV1_ROI";"L";"Positive"
"552";0,05;-16,9317;-57,6113;-16,3328;"L_VMV1_ROI";"L";"Positive"
"553";0,03;-17,4847;-56,191;-17,0988;"L_VMV1_ROI";"L";"Positive"
"554";0,05;-18,0595;-54,7757;-17,8725;"L_VMV1_ROI";"L";"Positive"
"555";0,12;-18,6537;-53,366;-18,6531;"L_PHA1_ROI";"L";"Positive"
"556";0,16;-19,2642;-51,9602;-19,4397;"L_PHA1_ROI";"L";"Positive"
"557";0;-15,9844;-61,7466;-14,8069;"L_VMV1_ROI";"L";"Positive"
"558";0,12;-16,4936;-60,3189;-15,5449;"L_VMV1_ROI";"L";"Positive"
"559";0,11;-17,0256;-58,886;-16,295;"L_VMV1_ROI";"L";"Positive"
"560";0,01;-17,5806;-57,4529;-17,0571;"L_VMV1_ROI";"L";"Positive"
"561";0,08;-18,1576;-56,0233;-17,8299;"L_VMV1_ROI";"L";"Positive"
"562";0,15;-18,7541;-54,5991;-18,6117;"L_PHA1_ROI";"L";"Positive"
"563";0,14;-19,3667;-53,1796;-19,4012;"L_PHA1_ROI";"L";"Positive"
"564";0,06;-16,5975;-61,5961;-15,5102;"L_VMV1_ROI";"L";"Positive"
"565";0,16;-17,1285;-60,1593;-16,2461;"L_VMV1_ROI";"L";"Positive"
"566";0,01;-17,6831;-58,7178;-16,9979;"L_VMV1_ROI";"L";"Positive"
"567";0,01;-18,2609;-57,2774;-17,7645;"L_VMV1_ROI";"L";"Positive"
"568";0,08;-18,8597;-55,8423;-18,5437;"L_VMV1_ROI";"L";"Positive"
"569";0,17;-19,4753;-54,4132;-19,3328;"L_PHA1_ROI";"L";"Positive"
"570";0,12;-17,2453;-61,4225;-16,1967;"L_VMV1_ROI";"L";"Positive"
"571";0,04;-17,7945;-59,9779;-16,9303;"L_VMV1_ROI";"L";"Positive"
"572";-0,05;-18,3693;-58,5309;-17,6838;"L_VMV1_ROI";"L";"Negative"
"573";0,01;-18,9682;-57,0885;-18,4548;"L_VMV1_ROI";"L";"Positive"
"574";0,03;-19,5866;-55,6544;-19,2394;"L_VMV1_ROI";"L";"Positive"
"575";0,05;-17,9204;-61,2238;-16,8658;"L_VMV1_ROI";"L";"Positive"
"576";-0,02;-18,4851;-59,7753;-17,5969;"L_VMV1_ROI";"L";"Negative"
"577";0,05;-19,0789;-58,3298;-18,3523;"L_VMV1_ROI";"L";"Positive"
"578";0,02;-19,6975;-56,8952;-19,1269;"L_VMV1_ROI";"L";"Positive"
"579";-0,03;-18,6148;-61;-17,5166;"L_VMV1_ROI";"L";"Negative"
"580";0,05;-19,1934;-59,5561;-18,2454;"L_VMV1_ROI";"L";"Positive"
"581";0,08;-19,8062;-58,1256;-19,0023;"L_VMV1_ROI";"L";"Positive"
"582";-0,08;-19,319;-60,7547;-18,1472;"L_VMV1_ROI";"L";"Negative"
"583";0,1;-19,9129;-59,3327;-18,8741;"L_VMV1_ROI";"L";"Positive"
"584";0,07;-20,0227;-60,4995;-18,7542;"L_VMV1_ROI";"L";"Positive"
"585";-0,15;-3,22342;-44,9175;32,7709;"L_d23ab_ROI";"L";"Negative"
"586";-0,26;-3,16443;-43,6897;33,3929;"L_d23ab_ROI";"L";"Negative"
"587";-0,26;-3,11185;-42,3841;34,0364;"L_d23ab_ROI";"L";"Negative"
"588";-0,23;-3,06789;-41,027;34,6868;"L_d23ab_ROI";"L";"Negative"
"589";-0,2;-3,03418;-39,6323;35,3365;"L_d23ab_ROI";"L";"Negative"
"590";-0,19;-3,01216;-38,2092;35,981;"L_d23ab_ROI";"L";"Negative"
"591";-0,17;-3,00322;-36,7642;36,6172;"L_d23ab_ROI";"L";"Negative"
"592";-0,15;-3,00861;-35,3024;37,2431;"L_d23ab_ROI";"L";"Negative"
"593";-0,16;-3,02943;-33,8276;37,8573;"L_d23ab_ROI";"L";"Negative"
"594";-0,19;-3,06643;-32,3432;38,459;"L_d23ab_ROI";"L";"Negative"
"595";-0,17;-3,12002;-30,8516;39,0476;"L_23d_ROI";"L";"Negative"
"596";0,05;-3,1901;-29,3546;39,6231;"L_23d_ROI";"L";"Positive"
"597";0,14;-3,27612;-27,8539;40,1859;"L_23d_ROI";"L";"Positive"
"598";0,16;-3,377;-26,3505;40,7365;"L_23d_ROI";"L";"Positive"
"599";0,19;-3,49116;-24,8453;41,276;"L_23d_ROI";"L";"Positive"
"600";0,19;-3,61666;-23,3389;41,8054;"L_23c_ROI";"L";"Positive"
"601";0,18;-3,75125;-21,832;42,3262;"L_23c_ROI";"L";"Positive"
"602";0,13;-3,89247;-20,3253;42,8402;"L_23c_ROI";"L";"Positive"
"603";0,06;-4,03783;-18,8198;43,3491;"L_23c_ROI";"L";"Positive"
"604";0,04;-4,18486;-17,3165;43,8547;"L_23c_ROI";"L";"Positive"
"605";0,03;-4,33128;-15,8169;44,3586;"L_23c_ROI";"L";"Positive"
"606";0,03;-4,47505;-14,3229;44,8623;"L_23c_ROI";"L";"Positive"
"607";0,07;-4,6144;-12,8365;45,3672;"L_23c_ROI";"L";"Positive"
"608";0,06;-4,74791;-11,3601;45,8742;"L_23c_ROI";"L";"Positive"
"609";0,08;-4,87456;-9,89619;46,3839;"L_23c_ROI";"L";"Positive"
"610";0,15;-4,99363;-8,44729;46,8964;"L_24dv_ROI";"L";"Positive"
"611";0,16;-5,1048;-7,01591;47,4117;"L_24dv_ROI";"L";"Positive"
"612";0,03;-5,20804;-5,60432;47,9294;"L_24dv_ROI";"L";"Positive"
"613";-0,03;-5,30362;-4,21455;48,449;"L_24dv_ROI";"L";"Negative"
"614";0,04;-5,39207;-2,84824;48,9695;"L_24dv_ROI";"L";"Positive"
"615";0,01;-5,47415;-1,50667;49,4904;"L_24dv_ROI";"L";"Positive"
"616";0,01;-5,55079;-0,190712;50,0105;"L_24dv_ROI";"L";"Positive"
"617";0,07;-5,6231;1,09915;50,5293;"L_24dv_ROI";"L";"Positive"
"618";0,11;-5,69233;2,36279;51,0457;"L_24dv_ROI";"L";"Positive"
"619";0,08;-5,75984;3,60044;51,559;"L_24dv_ROI";"L";"Positive"
"620";0,03;-5,8271;4,81261;52,0684;"L_24dv_ROI";"L";"Positive"
"621";-0,02;-5,89571;6,00009;52,5731;"L_24dv_ROI";"L";"Negative"
"622";-0,01;-5,96732;7,16393;53,0723;"L_24dv_ROI";"L";"Negative"
"623";0,06;-6,04372;8,30538;53,5651;"L_SCEF_ROI";"L";"Positive"
"624";0,1;-6,12678;9,42585;54,0505;"L_SCEF_ROI";"L";"Positive"
"625";0,06;-6,21841;10,5269;54,5273;"L_SCEF_ROI";"L";"Positive"
"626";0;-6,32063;11,6101;54,9942;"L_SCEF_ROI";"L";"Positive"
